Official	LFC	FDR
OR2AG2	-7.7049	1
GALNT15	-7.6969	1
NGEF	-7.2345	1
VKORC1L1	-7.6584	1
TOM1L1	-6.9444	1
RP11-552F3.12	-6.3854	1
KCNMA1	-7.6027	1
C7orf31	-7.017	1
TCEAL3	-7.0349	1
FAM131C	-7.2739	1
C5orf52	-7.4303	1
C3orf67	-6.4332	1
NLRC5	-5.631	1
ANKRD9	-7.5561	1
PROC	-7.4834	1
TIGD7	-7.0474	1
CNDP1	-7.1625	1
AC010642.1	-7.4089	1
TPPP3	-7.3865	1
ARHGAP24	-7.2627	1
OR1E1	-6.6558	1
PALD1	-7.1545	1
MRGPRX3	-7.6331	1
HUS1B	-7.5561	1
CNOT4	-6.7157	1
RCAN2	-7.0144	1
IDH3B	-7.4426	1
CLLU1	-7.6948	1
SP100	-7.0531	1
CSF3R	-7.5877	1
KIAA1210	-7.0752	1
ESCO1	-7.3807	1
C17orf89	-7.4236	1
NR6A1	-7.6862	1
ZSCAN16	-7.5816	1
RNF5	-7.5056	1
FNDC3A	-7.5914	1
CCDC57	-7.663	1
RETN	-7.6348	1
TXNRD3	-7.5717	1
CHI3L2	-6.8737	1
LAMA2	-6.3951	1
TCP11X2	-7.1122	1
AGA	-6.5599	1
TRIM73	-5.628	1
ZSWIM8	-7.6479	1
ZDHHC14	-7.3978	1
NEB	-7.5133	1
RP11-574K11.31	-7.6565	1
HIVEP2	-7.6704	1
BSG	-7.3686	1
MAGEE2	-7.0815	1
MARVELD1	-7.2438	1
AUH	-7.6621	1
DOK4	-7.606	1
DARS	-4.6939	0.949396
PKHD1	-7.1781	1
NABP1	-7.4783	1
C2orf82	-7.5665	1
IL12A	-7.6513	1
PPP1R14A	-7.6902	1
LHX5	-7.6653	1
BHLHA9	-7.6653	1
ZBTB18	-7.649	1
CTHRC1	-7.663	1
MYOM2	-7.3676	1
ICAM2	-7.3719	1
FGFR1OP	-7.2316	1
SOS1	-7.394	1
PECR	-7.2076	1
HNF4G	-7.3496	1
NANOS1	-5.8819	1
AKR7A2	-6.9855	1
TRIP4	-6.6943	1
KCNAB2	-7.0862	1
FAM136A	-6.6754	1
TSPYL1	-7.4246	1
DEDD2	-7.1172	1
DTX3	-7.3441	1
UGT1A4	-7.6205	1
TXNL4B	-5.9687	1
OR6B1	-7.1341	1
RPL36AL	-7.1138	1
RAB11FIP2	-6.7158	1
FAM184A	-7.0474	1
DCST2	-7.6729	1
AP000350.4	-7.5363	1
NRD1	-7.805	1
ZBTB45	-7.805	1
BHMT	-7.343	1
C8orf47	-7.7632	1
B4GALNT1	-6.9949	1
AEBP1	-7.3081	1
AC002472.13	-7.3094	1
CHST10	-7.7128	1
HIBCH	-7.5342	1
ELOVL4	-7.1954	1
UTS2	-7.0077	1
C6orf203	-7.5766	1
RP11-343C2.11	-7.4952	1
SLC39A1	-6.5204	1
SCNN1A	-7.6351	1
SORCS1	-7.5073	1
EIF4G3	-7.2244	1
C19orf43	-7.6598	1
RERE	-7.5878	1
ZZZ3	-6.3634	1
KCTD14	-7.3674	1
FAM219B	-7.3877	1
KIAA1024	-7.7141	1
MPRIP	-7.0578	1
RNF214	-7.6164	1
ZNF70	-6.9424	1
PPP2R5C	-7.3645	1
UBE2H	-7.5378	1
RNF39	-7.631	1
KRT31	-7.5293	1
CNIH1	-7.6537	1
VAT1L	-7.6743	1
CACNA1B	-7.127	1
SLC35F3	-7.6629	1
NME9	-7.4348	1
KLRF2	-7.1679	1
RABGGTB	-5.7426	1
ZNF141	-7.6108	1
INVS	-7.7358	1
TAAR8	-7.3317	1
GOLGA8H	-7.4212	1
SYTL5	-7.1457	1
BET1L	-7.3406	1
KIF3A	-6.151	1
IL10RB	-7.7936	1
SNF8	-6.3687	0.949396
C1orf74	-7.07	1
TIAF1	-7.2846	1
POU4F1	-7.6955	1
MSH4	-7.2163	1
FAM58A	-7.432	1
HNRNPUL1	-7.0394	1
ZNF570	-6.4554	1
NPTXR	-7.4938	1
HOXB9	-7.4045	1
CERS2	-7.2503	1
RSPO4	-7.2866	1
SERBP1	-6.5031	0.574493
PLEKHG4	-7.4605	1
CBL	-7.6187	1
KLF11	-7.5464	1
IGHV3-16	-7.5617	1
BRWD1	-7.2831	1
MAP6	-7.5876	1
PTP4A2	-6.3805	1
MTTP	-7.7121	1
SETDB2	-7.4661	1
CIITA	-7.6816	1
SEC24B	-7.4352	1
NPR3	-7.4382	1
NGF	-7.3424	1
TM4SF2	-6.5031	1
ASAP3	-6.786	1
DCTPP1	-6.5643	1
ACYP1	-7.3434	1
FAM159B	-7.4513	1
ZMIZ1	-7.5839	1
RBM17	-6.4115	1
NGB	-7.1836	1
ZNF720	-7.6832	1
SLC5A7	-7.6742	1
RAD52	-7.6742	1
ADAMTS9	-7.7159	1
COX6B2	-7.6559	1
FSCN3	-7.7752	1
NAP1L3	-7.6536	1
RLN3	-7.3199	1
FAM155B	-7.6419	1
NALCN	-7.0339	1
RP11-219B4.5	-7.1196	1
BCL2L10	-7.618	1
BSND	-6.9667	1
SGPP1	-7.4313	1
BICD1	-7.4416	1
CAMK2G	-7.3635	1
GAL	-7.4523	1
TRBJ2-4	-7.5274	1
AL078585.1	-7.3117	1
CATSPER1	-7.3805	1
RBM44	-7.4741	1
DNPH1	-6.8718	1
SPATA7	-7.2298	1
CDH17	-7.6111	1
SHD	-6.6967	1
GRIK5	-7.3606	1
BMP10	-6.5805	1
DFNA5	-7.1831	1
TAC4	-6.0548	1
LPIN1	-7.2749	1
DNAJB1	-6.9168	1
IGLV3-27	-7.0511	1
FAM156A	-7.0863	1
XPO7	-7.7965	1
IDS	-7.569	1
ST3GAL2	-6.6916	1
SYN3	-7.0186	1
C7orf61	-7.3513	1
DXO	-7.4649	1
PDGFRL	-7.5143	1
CNTLN	-7.659	1
CARKD	-7.4464	1
PEX2	-7.7332	1
USP22	-7.5795	1
ARL2BP	-7.0961	1
ZMYM3	-7.4845	1
VAV1	-7.2715	1
TAS2R20	-7.4551	1
CDK14	-6.7248	1
DHX34	-7.3302	1
SV2A	-7.3947	1
TRAV8-3	-6.9088	1
ZNF436	-7.6755	1
HGSNAT	-7.0537	1
BACH1	-7.6605	1
NUTM2G	-6.932	1
MYH13	-7.5191	1
NPIPB6	-7.9293	1
SLC16A14	-6.5857	1
DUSP7	-6.5446	1
PLVAP	-6.7436	1
MFAP4	-7.1738	1
IL36A	-6.9812	1
EPHX3	-7.3049	1
ZNF704	-7.1457	1
TP53TG3	-7.8865	1
NKX6-2	-7.4899	1
SPACA3	-7.6953	1
PHRF1	-7.4847	1
ADAM7	-7.5816	1
POLR2M	-7.5466	1
CDX1	-7.015	1
RAP2C	-6.936	1
SLC25A43	-7.2556	1
TRAV8-1	-6.6288	1
C2orf73	-7.4794	1
FABP4	-6.978	1
FAM214B	-7.0065	1
EXOC2	-7.2605	1
OR4A15	-6.1106	1
BSN	-7.7199	1
GABRA2	-7.6941	1
PIP5KL1	-7.6831	1
BTN2A2	-7.538	1
FOXQ1	-7.7006	1
PMS2	-7.705	1
GK5	-7.7157	1
USP10	-7.2393	1
RIN3	-7.6651	1
ANGPTL6	-7.4011	1
HERC4	-7.7923	1
KY	-7.7923	1
TRBV28	-7.7923	1
FBXO6	-7.7923	1
KB-1980E6.3	-6.9011	1
CELA1	-7.1433	1
IFRG15	-7.124	1
ANKRD32	-7.0582	1
MTMR4	-6.6514	1
KIF18B	-6.8459	1
TXNDC16	-6.4393	1
OR11H6	-6.4283	1
DUS1L	-7.606	1
NRN1L	-6.5233	1
OR5M11	-6.952	1
TBRG4	-7.559	1
VSTM5	-6.9461	1
MFNG	-7.4686	1
OR2T5	-7.2932	1
FBP1	-7.1593	1
CTA-299D3.8	-7.0266	1
SP110	-7.5258	1
PEX14	-7.7412	1
AL049840.1	-7.5258	1
EHD4	-7.7236	1
UGT2B15	-7.4269	1
LEFTY1	-7.7287	1
CCDC41	-7.0582	1
ANGPTL2	-7.0976	1
C1orf227	-7.3105	1
KRT24	-7.3888	1
DAOA	-7.0454	1
SLC35B3	-7.4249	1
PLCG1	-7.5505	1
SIGMAR1	-7.6367	1
LST3	-7.2106	1
ARL13B	-6.7158	1
ZNF213	-6.963	1
SNRK	-7.452	1
CDCA4	-7.3694	1
HCRTR2	-7.3694	1
BHLHE23	-6.9705	1
ZNF843	-7.2442	1
RP11-152F13.10	-7.3839	1
CTAGE4	-8.2764	1
TMEM204	-7.1955	1
RTN4IP1	-7.4442	1
PELI3	-7.0607	1
FUBP3	-6.9682	1
ASPA	-7.2467	1
SCML4	-7.3814	1
T	-6.9402	1
SYPL1	-7.1111	1
CASP6	-7.1384	1
TCHH	-6.5387	1
CPZ	-7.5907	1
AL359195.1	-7.1425	1
SEPT2	-7.4892	1
CTD-2370N5.3	-7.4899	1
AGAP3	-7.3865	1
SNX32	-7.5211	1
VPREB3	-7.5365	1
MPP3	-7.6984	1
SNPH	-7.2484	1
OR8J3	-5.8088	1
NDUFV3	-7.587	1
DIO3	-7.3516	1
USHBP1	-6.8379	1
WISP2	-6.9683	1
TAB3	-7.788	1
EBF1	-6.6701	1
CLEC18B	-7.6419	1
SETX	-7.7526	1
DBN1	-7.7238	1
RHD	-7.7526	1
PATL2	-7.6324	1
KCNJ4	-7.6695	1
ZNF99	-7.6939	1
HHEX	-7.7238	1
IPPK	-7.7133	1
MARCKS	-7.6372	1
OLFML2A	-7.4085	1
POLE2	-6.2782	1
SLC13A5	-7.641	1
EREG	-7.6495	1
RARRES3	-7.5598	1
CGNL1	-7.6716	1
TMTC3	-7.3772	1
TRIM11	-7.2263	1
PRB4	-6.6345	1
MTFP1	-6.7326	1
OR2D2	-6.4646	1
TTI2	-6.2699	1
MAP3K10	-6.7649	1
C19orf48	-6.1495	1
SEC22C	-6.849	1
FBF1	-7.4897	1
STYXL1	-7.2797	1
LSP1	-7.4645	1
CITED4	-7.5004	1
SEMG1	-6.9855	1
AP000758.1	-7.7023	1
FBXL12	-6.0886	1
COMMD7	-7.2761	1
SAR1B	-6.7464	1
TLE1	-7.4025	1
PCDH11X	-7.3726	1
C11orf94	-7.0717	1
ABHD15	-7.0331	1
SKAP1	-7.0553	1
HOXC13	-7.5756	1
TMEM63C	-7.4372	1
HFM1	-7.5649	1
ZNF277	-7.0749	1
VLDLR	-7.1223	1
NELFE	-5.4665	1
FCRL5	-7.5274	1
TF	-7.5091	1
PHGR1	-7.221	1
ATP13A4	-7.2371	1
SNX8	-7.1286	1
BLOC1S6	-7.3533	1
SALL1	-6.742	1
ICOS	-7.241	1
TTC19	-6.5391	1
UBA7	-6.6372	1
PRSS3	-6.9533	1
PKNOX2	-7.015	1
TRAJ12	-8.2642	1
CNPY1	-7.0653	1
PCBP4	-5.7025	1
MYO9A	-6.6665	1
COL3A1	-7.3694	1
DMRT3	-7.1475	1
PDZRN3	-7.4952	1
HOXB3	-7.4254	1
KLRC3	-7.6348	1
SPRYD7	-7.6371	1
TERF2IP	-7.5002	1
KCTD2	-7.6893	1
CSGALNACT1	-7.6603	1
FXR2	-7.3797	1
REEP4	-7.7023	1
DNAI1	-7.7421	1
LRRC8E	-7.6541	1
CXXC4	-7.589	1
CD34	-7.6805	1
LRRC20	-7.1316	1
SYNC	-7.6362	1
PIGB	-7.3044	1
GSK3A	-7.1802	1
ZNRF2	-7.0942	1
CAP2	-6.6677	1
KRT8	-7.2129	1
MS4A3	-5.8653	1
MARK4	-7.2281	1
SLC2A4RG	-7.2252	1
GPSM3	-7.3736	1
LY96	-7.4498	1
SCN8A	-7.1509	1
C17orf50	-7.3226	1
CT47A6	-6.9401	0.949396
PNMA6D	-7.2871	1
CNFN	-7.677	1
AUNIP	-6.9284	1
UBE2D1	-7.0255	1
GOLGA6L2	-7.54	1
HM13	-6.803	1
ARHGAP11A	-6.963	1
NBPF12	-6.7528	1
CST8	-7.4473	1
IQSEC2	-7.5443	1
USP46	-6.2741	1
OR4D9	-6.9855	1
OR6C68	-6.623	1
RHNO1	-7.2428	1
TRBV5-1	-7.0203	1
SERPINB1	-7.3675	1
SLC2A11	-7.894	1
FBLN7	-7.5279	1
C12orf75	-7.3295	1
TMEM52B	-7.2118	1
EML4	-7.6179	1
SPICE1	-7.4144	1
STOML2	-6.7317	1
CRTAM	-7.2253	1
NPRL2	-7.4282	1
FRY	-7.7794	1
RP11-863K10.7	-7.4254	1
XRCC1	-7.8218	1
SSX4B	-7.6314	1
DAG1	-7.5299	1
TUBB4A	-6.9621	1
HIVEP3	-7.446	1
ABCC10	-7.351	1
VWA5B1	-6.7032	1
ZNF555	-6.9371	1
VRTN	-7.3961	1
CLCN4	-7.7452	1
C15orf54	-7.6512	1
KDM4B	-7.6758	1
RPL10L	-7.6157	1
DMRT2	-7.014	1
MUC7	-7.193	1
SCGB2A2	-7.2618	1
SEMA3G	-6.7293	1
GPR128	-6.5428	1
RP11-386G21.2	-7.5914	1
ATF7IP2	-5.6345	1
ZNF12	-6.786	1
SH3BGRL3	-7.7134	1
SLC35E1	-7.5865	1
L34079.2	-7.5108	1
IP6K1	-7.5617	1
OR8S1	-6.786	1
AAK1	-7.7064	1
TRNP1	-7.719	1
SSBP4	-7.6556	1
PDYN	-7.3286	1
TMEM55A	-7.5174	1
ADAMTSL5	-7.6714	1
CDX2	-7.6418	1
MFN1	-7.6647	1
EDIL3	-7.651	1
LRRTM3	-7.6891	1
ZNF765	-7.4921	1
DESI1	-6.4949	1
SRRT	-7.2145	1
PHYHIP	-7.4361	1
CHRNB4	-7.3405	1
RBMY1J	-8.2518	1
VPS33A	-8.2518	1
LSG1	-6.7283	1
CCDC85A	-6.8281	1
ECHDC2	-7.1934	1
GHRL	-7.7708	1
RPS6KA1	-7.3881	1
FLRT3	-7.4611	1
PRKCB	-7.6795	1
SFXN2	-7.0181	1
DNAJC4	-7.4116	1
ALDOC	-7.5524	1
GOLGA4	-7.056	1
MMP19	-7.1043	1
DYTN	-7.1485	1
MIEF2	-7.1476	1
IGF1R	-7.5139	1
UNC45A	-7.0653	1
LYRM9	-7.0932	1
METAP2	-5.6225	0.994323
AMOT	-7.1847	1
TAS2R13	-6.636	1
CPA1	-7.6386	1
MYLK2	-7.3338	1
OR13H1	-7.5662	1
RAD51	-6.3378	0.963088
DGCR2	-7.7751	1
METTL21B	-7.7064	1
IREB2	-7.6371	1
EGLN2	-7.7383	1
STK32C	-7.3431	1
MYL12B	-7.7081	1
PADI1	-7.6379	1
SLC35F6	-7.3833	1
AQP12B	-7.6819	1
ITPR3	-7.3054	1
USP45	-7.22	1
NDUFS3	-6.8622	1
IRF6	-7.1725	1
RPS2	-5.982	1
AC093157.1	-5.6842	0.988533
SLC35G1	-7.3176	1
COG1	-7.4156	1
FGF21	-7.3851	1
S100A3	-6.983	1
ACSS3	-7.1847	1
KLHL2	-7.1059	1
DUXA	-6.6062	1
B3GALNT2	-7.5278	1
ARHGEF39	-7.4383	1
PIGG	-7.4192	1
OOEP	-7.1739	1
SLC35F5	-7.3219	1
ATF5	-7.1575	1
AC008686.1	-6.8096	1
NAB2	-6.7774	1
NT5C	-7.2046	1
IGFALS	-6.7372	1
STX4	-5.8242	1
SMTNL1	-7.5263	1
GATA2	-7.649	1
RNF141	-7.7179	1
MCOLN2	-7.516	1
CHMP1A	-7.6348	1
SLC39A11	-7.6252	1
VRK2	-7.7208	1
CFH	-7.7103	1
MLC1	-7.6229	1
AFF3	-7.63	1
NOBOX	-7.644	1
ECSIT	-7.6276	1
UBR3	-7.6713	1
ZMAT3	-7.6555	1
DPPA5	-7.4227	1
SYCE1	-7.7061	1
VAX2	-7.4693	1
UGT1A6	-7.7902	1
RP1-4G17.5	-7.6509	1
VTI1A	-7.6595	1
BTBD6	-7.4538	1
FAM73B	-6.3361	1
OR10J5	-6.5135	1
RHOG	-7.4144	1
NFX1	-7.0224	1
ZNF835	-7.6365	1
C9orf135	-7.1992	1
ABCB10	-7.5198	1
ZNF813	-7.4607	1
MROH7-TTC4	-7.9835	1
TMEM110	-7.0234	1
IL17RB	-7.2147	1
LYAR	-7.5137	1
LYPLA1	-7.5022	1
CER1	-7.5713	1
PLAU	-7.7708	1
CTXN1	-7.0844	1
MYL10	-6.9743	1
ASB11	-6.3155	1
RNF121	-6.7441	1
KCNK5	-7.5712	1
CCDC144A	-6.8029	0.963088
IL37	-7.0871	1
TRIM35	-7.5725	1
PNLIP	-7.579	1
RALGAPB	-7.3197	1
BIRC7	-7.4887	1
NSDHL	-7.7314	1
KCNJ8	-7.6879	1
RP11-155D18.14	-7.6187	1
OR4C15	-7.7338	1
PARP15	-7.113	1
CENPO	-7.4847	1
AC003101.1	-7.7089	1
NBPF6	-6.546	1
GPR25	-7.2163	1
TYW1B	-7.4024	1
PGM2L1	-7.4169	1
HIST1H2AK	-6.7285	1
DNAH10	-7.3728	1
NKX2-3	-7.047	1
VEZF1	-7.5907	1
OR2A7	-6.5871	1
AC040160.1	-7.2689	1
UBE2V2	-7.2932	1
ZNF487	-6.623	1
AC087239.1	-7.7826	1
FMNL2	-7.0077	1
TMEM74B	-7.3675	1
NIPAL3	-7.4334	1
BRAF	-5.7208	1
AGO4	-6.8364	1
BZW2	-6.963	1
ACVR2A	-7.6951	1
SPIRE1	-7.6108	1
CITED2	-7.743	1
RNPEPL1	-7.6439	1
C20orf197	-7.6228	1
PLXDC1	-7.6462	1
SMIM19	-7.6908	1
C19orf26	-7.6393	1
IP6K3	-7.7037	1
CHID1	-7.6228	1
C6orf58	-7.6799	1
CCDC19	-7.6439	1
LRCH4	-7.6886	1
MSL3	-7.4757	1
KRTAP5-3	-7.1984	1
LMAN2	-7.745	1
MICB	-7.449	1
CPO	-7.6953	1
ACOT6	-7.4527	1
CDC20B	-7.5865	1
TEX29	-7.3729	1
FAM171B	-7.5517	1
GOLGA8R	-6.3533	1
FAM209A	-6.9107	1
TCL1B	-7.3596	1
FAS	-7.5369	1
CNNM1	-7.0685	1
KLRC4-KLRK1	-8.23	1
IL1A	-7.1275	1
ZG16	-7.5937	1
ACO2	-7.4691	1
WBSCR16	-7.2925	1
CPE	-7.4668	1
DDA1	-6.7225	1
GPR15	-7.7665	1
BAZ1A	-7.7665	1
NPC2	-7.496	1
ADAT3	-6.4283	1
POLR3C	-5.7733	1
ZNF550	-7.4364	1
SIX1	-6.5135	1
ZNF667	-7.2903	1
RNF215	-7.0305	1
TRAV20	-6.756	1
OR5D16	-7.5466	1
IL36B	-6.7068	1
ZCCHC11	-7.4199	1
LYPLA2	-7.323	1
DTHD1	-7.6726	1
PGD	-7.7067	1
SCUBE3	-7.6806	1
CDC25A	-7.6021	1
TMEM192	-7.5005	1
SMARCD3	-7.5239	1
USP47	-7.7194	1
GSTA2	-7.4592	1
SNCA	-7.1224	1
SYNDIG1L	-7.4341	1
ANKRD66	-7.3193	1
CLIC4	-7.7142	1
LIF	-6.9594	1
TICAM2	-7.1793	1
C16orf91	-7.1461	1
ARL4D	-6.7546	1
CTD-3105H18.14	-7.3694	1
UBE4B	-7.3404	1
ZMYND11	-7.5312	1
IGKV1-17	-7.7837	1
SNTN	-7.7324	1
KIF12	-7.3346	1
GNS	-7.5839	1
XAB2	-6.083	1
TUBG2	-7.3921	1
OR2T7	-7.6082	1
NAP1L4	-6.9128	1
RP11-94B19.4	-7.5415	1
DNAH7	-7.6188	1
ORMDL2	-6.8974	1
MAGED1	-7.4144	1
ZMYND19	-7.3288	1
FUT1	-7.2535	1
SPRR1B	-7.3214	1
C1GALT1	-7.6753	1
TCTA	-7.662	1
HRC	-7.6819	1
LSMEM2	-7.3461	1
AC135048.1	-7.5019	1
TNFRSF21	-7.6597	1
FOXG1	-7.6709	1
INS-IGF2	-7.7385	1
USP31	-7.4802	1
TLN2	-7.4477	1
SLC9B2	-7.6132	1
GPAM	-7.716	1
PTPN13	-7.4791	1
TJP3	-7.6132	1
FBXL19	-7.7365	1
ADCK4	-7.7118	1
CCL21	-7.7621	1
GDPD1	-7.7621	1
MED15	-7.7621	1
COL19A1	-7.5108	1
RIMBP3	-7.4763	1
TRIM68	-6.9924	1
GPR20	-7.0945	1
TRAF1	-7.3203	1
PAAF1	-7.6157	1
SLC9A4	-7.4473	1
FAM210A	-6.2095	1
CSTL1	-7.4254	1
CCDC87	-7.3522	1
IGLV4-60	-7.1321	1
BLOC1S4	-7.5415	1
MAN1A2	-7.1773	1
FAM43B	-7.6759	1
CRBN	-7.606	1
SCRN1	-7.6679	1
KAT2B	-7.5782	1
RP11-342M21.2	-7.1727	1
WIPF3	-7.0439	1
MYL6B	-7.4981	1
ZNF841	-7.2465	1
LIMD1	-7.5249	1
ZNF480	-7.0582	1
SEPT8	-7.1349	1
CYP27C1	-7.1836	1
FAM186A	-6.9538	1
MCTS1	-7.2585	1
KRTAP23-1	-7.6324	1
MLLT3	-7.5506	1
ULBP3	-7.4551	1
PITPNB	-7.4978	1
SMARCC2	-7.1927	1
TSNAX	-6.8529	1
CCT7	-5.8734	0.949396
EDA2R	-7.5541	1
BTNL3	-7.6128	1
ZDHHC13	-7.3771	1
ZNF526	-6.9705	1
PARN	-7.3985	1
TNS3	-7.3825	1
SULF1	-7.3979	1
FAM231A	-6.5696	1
RNASE10	-7.2083	1
KLHDC7B	-6.6791	1
MXD1	-7.0451	1
PROK1	-7.4542	1
ZNF490	-6.3834	1
PSMD10	-7.5102	1
LHFPL3	-7.3985	1
IL1B	-7.6036	1
DENND4C	-7.7115	1
RCAN3	-7.6528	1
SLC38A11	-7.7177	1
MTRF1	-7.6156	1
REXO1L11P	-7.3522	0.999337
RP11-187E13.2	-6.4994	0.949396
AC104472.1	-6.0406	1
CYB5B	-7.6816	1
RCAN1	-7.516	1
SLC25A45	-7.4847	1
IGLV8-61	-7.4418	1
MAVS	-7.6677	1
OR2J3	-7.3289	1
ZNF687	-7.4827	1
CDK12	-6.4685	1
MOCOS	-7.7001	1
CCZ1B	-7.6819	1
NCBP2L	-7.2867	1
C8orf22	-7.6098	1
GLUD1	-7.7352	1
SCN2A	-7.1595	1
C17orf61-PLSCR3	-6.9431	1
COL9A3	-6.6325	0.949396
OR51A7	-7.0769	1
KRT77	-7.5274	1
GLYATL1	-7.3499	1
FAM187B	-6.9194	1
ASB5	-6.9129	1
PUS10	-6.9632	1
CPD	-7.3761	1
PSMD5	-7.3701	1
UBE3B	-7.5758	1
PLEKHN1	-7.4124	1
PPBP	-7.4505	1
IRS1	-7.4572	1
CAPN3	-7.2212	1
FAM26D	-7.475	1
TONSL	-5.5292	0.949396
ZSCAN32	-6.769	1
C20orf196	-7.1992	1
PHACTR2	-7.0003	1
SPRYD4	-7.323	1
CCDC147	-7.2712	1
GPRIN2	-7.2428	1
PTH2	-7.4617	1
PIK3C2B	-7.3724	1
C2orf76	-7.096	1
MEIS1	-7.7534	1
AGO2	-6.3992	1
GPR133	-7.7534	1
DHTKD1	-7.2811	1
FKSG48	-7.7534	1
KRTAP10-3	-7.0653	1
THUMPD3	-6.8559	1
PNPO	-6.9325	1
USP44	-7.5107	1
RNF151	-7.5067	1
SYT15	-7.5902	1
TIRAP	-7.4772	1
GABRG3	-7.3324	1
ADRA2A	-6.8965	1
CACNB4	-7.5878	1
TMEM147	-7.1408	1
ZGPAT	-7.7134	1
SBK3	-7.7032	1
FAM98A	-7.3343	1
SYNPO2L	-7.5146	1
ARRB2	-6.965	1
PTTG1	-7.2394	1
HBZ	-7.7234	1
ATP6V1E2	-7.5871	1
ABCB8	-7.4978	1
HSPA12B	-7.2452	1
ALKBH7	-7.6297	1
COL4A1	-7.06	1
AWAT2	-7.2909	1
XPNPEP3	-7.6084	1
RIPPLY3	-7.6273	1
GCNT4	-7.6389	1
LACTBL1	-7.69	1
STX7	-7.6297	1
EMR3	-7.6011	1
C2orf91	-7.6704	1
TRBV6-6	-7.632	1
CYP19A1	-7.6179	1
CARHSP1	-7.6036	1
GPR12	-7.7027	1
PXN	-7.4998	1
DNAJB5	-7.6682	1
METTL9	-7.6226	1
DAW1	-7.2703	1
ZADH2	-7.3376	1
DGKE	-7.1006	1
MANF	-7.4003	1
CLASP1	-7.3321	1
NDUFA3	-7.4276	1
SERTAD2	-6.861	1
ACBD4	-7.0603	1
NDC1	-6.6779	1
PDCD10	-7.464	1
COX11	-7.1111	1
GPX5	-7.2126	1
TRIM77	-6.7574	1
TRAV1-1	-6.8844	1
HOXA10	-7.5963	1
KRTAP12-1	-7.6157	1
MGST3	-7.5567	1
NINJ1	-7.1261	1
C6ORF165	-7.3317	1
IL4	-7.356	1
YWHAB	-6.8016	1
DCLK3	-6.9147	1
GATAD2B	-7.2775	1
KNOP1	-7.011	1
ROGDI	-7.48	1
SUSD4	-7.1999	1
COX7B	-6.9401	1
ADCY1	-7.3747	1
OR51V1	-7.6059	1
WWOX	-7.3909	1
GPR123	-7.3464	1
VSIG2	-7.6469	1
CRK	-7.5136	1
C3orf55	-7.6605	1
LSM14B	-7.0192	1
TMEM2	-7.4025	1
TFG	-6.7027	1
CCDC73	-7.0815	1
RBM4B	-7.3678	1
TAF5	-5.7814	1
RNF44	-6.4529	1
NDUFS4	-7.1473	1
SRR	-7.4904	1
RGS22	-7.3034	1
APITD1	-7.7313	1
KDELR2	-6.9885	1
LONRF3	-7.5999	1
MBLAC1	-7.5999	1
RAD54L	-7.2595	1
PPCS	-7.7312	1
SCAPER	-7.6699	1
PCDH1	-7.1509	1
DNAJC25	-7.594	1
AOC2	-7.6202	1
LNX1	-7.6591	1
UBOX5	-7.3289	1
DNASE2B	-6.3378	1
DDX1	-6.5743	1
GLTP	-7.516	1
SELM	-7.5816	1
C1orf86	-7.107	1
TMEM237	-7.2778	1
RP11-204N11.1	-7.0758	1
LAMB4	-6.9712	1
SH2D6	-7.0039	1
UNC13A	-6.6257	1
CCDC138	-7.1337	1
MRGPRX2	-7.3884	1
OR2G3	-7.5987	1
FBXW2	-7.6011	1
ZNF320	-7.3892	1
ANKH	-7.5963	1
IL1RN	-7.4332	1
AHI1	-7.6789	1
SIPA1L3	-7.4601	1
PPP2R5D	-7.6702	1
HTRA2	-7.5987	1
CRELD1	-7.1024	1
SLC27A6	-7.6035	1
CD81	-7.6547	1
RITA1	-7.6443	1
CTD-2192J16.20	-7.663	1
LRBA	-7.5667	1
AC006449.1	-5.7292	0.949396
NKIRAS1	-6.9265	1
FAM122C	-7.6527	1
SEPT10	-7.1785	1
CNN1	-6.7469	1
LEFTY2	-7.5877	1
IFIT3	-7.3102	1
LRCH2	-7.4362	1
OR5B17	-7.1135	1
ZFP41	-6.2637	1
DNAJC18	-7.7402	1
AC226150.4	-7.3638	1
FCHSD1	-7.3159	1
KRTAP10-5	-6.5441	1
RTKN	-7.6442	1
SRPX	-7.5821	1
SERTAD1	-7.0247	1
FAM47E-STBD1	-7.3851	1
MMD	-7.1322	1
FAM71F1	-7.1702	1
OR5B21	-6.7267	1
LMBR1	-7.0274	1
IL15	-7.0077	1
DDX49	-6.8884	1
BPIFA2	-6.8787	1
MYLK3	-7.5861	1
ATP2B3	-7.6992	1
AP000679.2	-7.6598	1
MYO3A	-7.7118	1
TMEM101	-7.571	1
LOR	-7.7446	1
FOXP3	-7.7446	1
POU6F1	-7.4489	1
TMCC2	-7.2575	1
CLCN5	-7.2902	1
PCDHB8	-7.1239	1
PLA2G4C	-7.3081	1
SYT7	-7.702	1
SLC39A5	-7.2516	1
EIF2A	-7.634	1
PCNX	-7.6363	1
GOLM1	-7.6409	1
TMEM45B	-7.6432	1
SLC7A14	-7.6011	1
ZNF84	-7.6224	1
DSP	-7.6083	1
AMACR	-7.613	1
KIAA1033	-6.7754	1
GCLC	-7.0839	1
C1orf111	-7.2617	1
PAPSS2	-6.889	1
GSG1L	-7.1096	1
PRKCZ	-7.5828	1
IFIT1B	-6.8281	1
ANKS6	-7.4089	1
